1356.83	370.126
1357.72	372.706
1358.61	355.786
1359.5	361.366
1360.39	356.446
1361.27	360.526
1362.16	369.606
1363.05	361.185
1363.93	362.265
1364.82	387.845
1365.71	352.925
1366.59	356.505
1367.48	363.085
1368.37	359.664
1369.25	369.244
1370.14	347.824
1371.02	360.904
1371.91	363.984
1372.79	354.064
1373.68	352.643
1374.56	354.723
1375.44	381.303
1376.33	343.383
1377.21	362.963
1378.1	357.543
1378.98	349.122
1379.86	361.202
1380.75	365.782
1381.63	366.862
1382.51	366.942
1383.39	328.022
1384.28	355.101
1385.16	345.181
1386.04	344.761
1386.92	335.841
1387.8	359.421
1388.68	335.501
1389.56	347.08
1390.45	353.16
1391.33	328.74
1392.21	361.82
1393.09	347.4
1393.97	360.48
1394.85	356.06
1395.73	352.139
1396.61	333.719
1397.49	343.345
1398.36	346.303
1399.24	337.835
1400.12	349.646
1401	356.886
1401.88	329.561
1402.76	310.694
1403.63	339.553
1404.51	351.401
1405.39	347.32
1406.27	333.258
1407.14	336.183
1408.02	335.331
1408.9	318.284
1409.77	345.823
1410.65	327.294
1411.53	341.205
1412.4	322.577
1413.28	335.337
1414.15	330.445
1415.03	328.226
1415.9	347.474
1416.78	319.153
1417.65	329.168
1418.53	332.224
1419.4	333.111
1420.28	319.538
1421.15	338.649
1422.02	325.257
1422.9	341.87
1423.77	326.967
1424.64	326.03
1425.52	336.509
1426.39	328.497
1427.26	322.803
1428.13	322.165
1429.01	328.264
1429.88	327.371
1430.75	327.473
1431.62	319.91
1432.49	338.997
1433.36	331.186
1434.24	333.161
1435.11	323.746
1435.98	317.699
1436.85	319.018
1437.72	307.719
1438.59	310.131
1439.46	313.44
1440.33	326.509
1441.2	341.475
1442.07	328.59
1442.94	320.89
1443.8	319.736
1444.67	332.205
1445.54	314.833
1446.41	324.171
1447.28	334.913
1448.15	330.421
1449.01	320.069
1449.88	330.06
1450.75	329.18
1451.61	334.077
1452.48	327.238
1453.35	344.095
1454.21	323.852
1455.08	333.07
1455.95	327.493
1456.81	340.086
1457.68	351.89
1458.54	341.994
1459.41	332.88
1460.27	341.007
1461.14	341.898
1462	344.108
1462.87	338.685
1463.73	340.807
1464.6	341.862
1465.46	329.749
1466.33	337.999
1467.19	356.23
1468.05	337.387
1468.91	327.246
1469.78	334.879
1470.64	338.233
1471.5	326.229
1472.37	328.786
1473.23	321.61
1474.09	334.944
1474.95	328.477
1475.81	309.05
1476.67	301.137
1477.54	327.514
1478.4	317.501
1479.26	317.608
1480.12	299.484
1480.98	324.316
1481.84	315.672
1482.7	325.735
1483.56	316.689
1484.42	313.943
1485.28	311.614
1486.14	312.217
1487	311.524
1487.25	311.241
1488.14	316.255
1489.03	314.268
1489.91	320.282
1490.8	313.295
1491.69	302.308
1492.57	323.822
1493.46	306.835
1494.34	321.348
1495.23	315.362
1496.12	316.375
1497	306.888
1497.89	280.402
1498.77	296.415
1499.66	332.929
1500.54	315.442
1501.43	308.455
1502.31	302.969
1503.19	310.482
1504.08	330.495
1504.96	321.009
1505.84	301.522
1506.73	342.536
1507.61	309.549
1508.49	300.562
1509.38	310.076
1510.26	320.589
1511.14	319.102
1512.02	310.616
1512.91	314.129
1513.79	308.642
1514.67	310.656
1515.55	322.669
1516.43	305.683
1517.31	292.196
1518.19	305.709
1519.08	307.223
1519.96	317.736
1520.84	313.749
1521.72	311.263
1522.6	294.276
1523.48	289.289
1524.36	313.303
1525.24	305.816
1526.11	284.83
1526.99	304.343
1527.87	301.856
1528.75	267.87
1529.63	293.383
1530.51	306.896
1531.39	300.91
1532.26	302.423
1533.14	295.937
1534.02	277.95
1534.9	298.963
1535.77	305.477
1536.65	272.99
1537.53	279.003
1538.4	306.517
1539.28	294.53
1540.16	303.043
1541.03	314.057
1541.91	295.57
1542.78	302.584
1543.66	304.097
1544.53	281.11
1545.41	289.124
1546.28	293.637
1547.16	299.15
1548.03	318.664
1548.91	291.677
1549.78	307.191
1550.66	290.204
1551.53	293.717
1552.4	292.231
1553.28	287.244
1554.15	291.257
1555.02	291.771
1555.9	284.284
1556.77	286.297
1557.64	278.311
1558.51	299.324
1559.39	290.338
1560.26	278.351
1561.13	295.364
1562	288.378
1562.87	333.391
1563.74	291.404
1564.62	300.418
1565.49	290.931
1566.36	292.945
1567.23	268.958
1568.1	279.471
1568.97	298.985
1569.84	297.998
1570.71	279.511
1571.58	286.525
1572.45	321.038
1573.32	241.551
1574.18	267.565
1575.05	273.078
1575.92	311.092
1576.79	282.605
1577.66	278.618
1578.53	264.632
1579.39	267.645
1580.26	272.658
1581.13	292.172
1582	266.685
1582.86	294.198
1583.73	290.712
1584.6	295.725
1585.46	303.739
1586.33	290.252
1587.2	277.765
1588.06	291.779
1588.93	294.292
1589.79	293.805
1590.66	283.319
1591.53	280.832
1592.39	279.846
1593.26	303.359
1594.12	293.872
1594.98	300.386
1595.85	288.399
1596.71	280.912
1597.58	319.426
1598.44	312.939
1599.31	292.952
