500.048	344.5
501.128	362
502.209	361
503.29	359.5
504.37	366.5
505.448	350
506.528	381.5
507.607	375.5
508.687	362
509.766	361
510.844	344
511.922	364
513	356
514.078	368
515.155	350.5
516.232	341
517.31	380.5
518.386	356.5
519.463	373.5
520.539	352.5
521.615	346.5
522.691	372
523.766	372.5
524.842	360.5
525.917	349
526.992	354
528.066	345
529.141	365.5
530.215	369
531.289	357
532.363	362
533.436	368.5
534.509	360.5
535.582	335.5
536.654	354
537.727	373
538.799	370
539.872	381
540.943	350
542.015	369.5
543.085	355
544.156	353
545.227	357.5
546.298	359.5
547.369	360.5
548.438	364.5
549.508	358
550.577	356.5
551.647	362.5
552.716	348
553.784	370.5
554.854	352
555.922	371
556.99	364.5
558.058	369.5
559.125	355
560.193	357
561.26	375
562.327	363.5
563.394	353
564.459	379
565.526	373
566.592	354
567.657	349.5
568.723	336
569.788	348
570.854	373
571.918	370
572.982	365.5
574.047	377.5
575.111	359
576.175	356.5
577.239	352
578.302	365
579.365	339
580.428	331
581.491	366
582.552	355.5
583.615	374.5
584.677	351
585.738	358
586.8	365.5
587.861	341
588.922	346.5
589.983	342.5
591.043	331
592.103	355.5
593.164	351
594.223	347.5
595.283	339
596.342	348
597.401	364.5
598.46	368
599.518	346.5
600.576	343
601.635	356.5
602.693	331
603.75	359.5
604.808	356
605.865	332
606.921	332.5
607.978	344.5
609.035	341.5
610.091	338.5
611.147	340
612.203	344
613.258	357
614.314	354
615.369	363.5
616.423	340
617.477	362
618.532	346.5
619.586	360
620.639	338
621.693	357.5
622.746	350.5
623.8	348
624.852	366.5
625.906	349.5
626.958	378.5
628.01	341
629.062	369
630.113	343
631.165	398
632.216	403
633.267	387
634.318	424
635.368	439.5
636.419	447
637.468	412
638.518	401
639.568	388.5
640.617	393.5
641.666	377
642.716	368.5
643.764	353
644.812	375.5
645.861	366
646.909	384
647.956	368.5
649.004	386
650.051	373
651.098	354
652.144	364.5
653.191	351.5
654.237	338
655.284	371.5
656.329	346.5
657.375	366.5
658.42	364.5
659.465	356
660.51	375
661.554	344
662.599	352
663.643	322
664.687	360
665.731	372
666.774	364.5
667.818	358
668.861	340.5
669.903	338
670.946	354
671.988	388
673.03	367
674.072	357
675.114	374
676.155	381
677.196	362
678.237	349
679.278	356
680.318	369
681.358	355.5
682.398	355
683.437	347
684.477	350.5
685.516	339.5
686.555	360.5
687.594	343.5
688.633	343
689.671	376.5
690.709	362.5
691.747	334
692.785	345
693.822	349.5
694.86	372.5
695.896	394.5
696.933	343
697.969	365.5
699.005	363
700.041	341
701.077	369
702.113	340.5
703.148	369
704.183	386
705.218	351
706.252	357
707.287	372.5
708.321	294
709.355	371
710.388	357.5
711.422	355
712.455	356.5
713.488	352
714.521	345.5
715.553	357
716.586	358
717.618	365
718.649	349
719.681	347
720.712	348.5
721.744	349
722.775	368.5
723.805	347.5
724.836	367
725.866	350.5
726.896	348
727.925	357
728.955	363.5
729.985	364.5
731.014	352
732.042	339
733.071	353
734.099	334.5
735.127	369.5
736.155	357
737.183	347.5
738.21	360.5
739.237	368.5
740.265	369
741.291	350
742.318	365.5
743.344	359
744.369	365
745.396	346.5
746.421	363.5
747.446	370.5
748.471	366
749.496	364
750.521	370
751.545	382
752.57	367
753.594	367
754.618	388.5
755.641	380
756.664	369
757.688	380
758.71	388.5
759.733	383.5
760.755	386
761.777	394.5
762.799	412
763.821	380.5
764.842	403
765.863	387
766.884	397.5
767.905	396
768.926	380
769.945	416
770.966	409
771.986	413
773.005	396.5
774.025	419
775.043	419
776.063	407
777.081	399
778.1	407
779.118	411.5
780.136	392
781.154	392
782.171	397.5
783.189	403.5
784.206	387.5
785.223	412
786.24	405
787.255	415
788.272	418
789.288	390.5
790.303	426.5
791.319	420
792.334	405.5
793.349	399
794.364	385
795.379	431.5
796.393	425
797.407	402.5
798.421	414.5
799.435	408.5
800.448	413
801.462	436.5
802.475	413
803.487	447
804.5	415
805.512	428
806.524	438
807.536	432
808.548	446
809.559	422
810.571	442.5
811.581	427
812.592	429.5
813.602	445
814.613	414
815.623	422.5
816.633	437
817.642	428.5
818.651	427
819.66	409
820.67	411.5
821.678	391
822.687	429.5
823.695	404
824.703	411
825.711	409
826.718	414.5
827.725	399.5
828.732	408
829.739	378.5
830.746	372
831.752	421.5
832.758	377
833.765	375.5
834.771	388
835.776	378.5
836.781	366
837.786	378
838.791	361
839.795	390
840.8	379
841.804	389
842.808	388.5
843.812	398
844.815	376
845.818	389
846.821	394.5
847.824	367.5
848.827	412
849.83	391
850.831	393.5
851.833	387
852.835	396.5
853.836	390
854.837	413.5
855.839	400
856.839	370
857.84	388
858.84	384
859.84	397
860.84	369
861.839	383
862.839	379
863.838	384
864.838	384
865.837	359.5
866.835	370.5
867.833	381
868.831	394.5
869.829	385.5
870.826	408.5
871.824	391
872.821	401
873.818	422.5
874.815	415
875.811	400
876.808	397
877.804	391
878.8	403
879.796	397.5
880.79	388
881.786	379
882.781	369.5
883.775	364
884.77	376.5
885.764	381.5
886.758	368
887.752	400
888.746	389
889.739	362
890.732	374
891.725	358
892.718	391
893.711	392
894.702	384
895.695	361
896.687	375
897.678	359.5
898.67	385.5
899.66	350
900.652	371
901.642	372
902.633	351
903.624	372.5
904.613	360.5
905.603	370
906.593	378
907.582	370
908.572	362.5
909.56	367.5
910.549	345
911.538	369
912.525	364
913.514	350
914.501	337
915.489	364
916.476	364
917.463	357.5
918.451	342
919.438	360.5
920.424	376.5
921.41	372
922.396	343.5
923.382	371
924.367	356.5
925.353	333
926.338	342
927.323	341
928.308	360
929.292	354
930.277	336.5
931.26	348
932.244	328.5
933.228	339
934.212	337
935.195	320.5
936.178	322
937.161	326.5
938.143	333
939.125	313
940.107	342
941.089	329
942.07	330.5
943.052	304
944.033	342
945.014	315.5
945.995	329
946.975	333.5
947.956	309.5
948.936	320
949.916	302.5
950.896	283
951.875	316
952.855	324.5
953.833	310
954.812	295
955.791	321
956.769	309
957.747	326
958.725	314.5
959.703	311
960.68	296
961.657	300.5
962.634	323
963.611	319
964.588	302
965.564	318
966.54	309
967.516	310
968.492	295.5
969.467	308
970.442	306
971.418	311.5
972.392	319
973.367	297
974.341	308
975.316	292
976.29	310
977.263	276
978.237	298
979.21	294
980.183	295
981.156	302.5
982.129	315.5
983.101	301
984.073	295.5
985.045	286
986.017	267
986.989	288
987.96	293
988.931	285
989.902	304
990.872	288
991.843	302.5
992.813	297
993.783	297.5
994.753	308.5
995.722	299
996.692	298.5
997.661	303
998.63	272
999.599	290.5
1000.57	296
1001.54	311
1002.5	288
1003.47	313.5
1004.44	332
1005.41	329
1006.37	314.5
1007.34	322.5
1008.31	327
1009.27	353.5
1010.24	351
1011.21	389
1012.17	406.5
1013.14	465.5
1014.1	511
1015.07	575
1016.03	592
1017	663.5
1017.96	639.5
1018.93	636.5
1019.89	576
1020.86	535.5
1021.82	459
1022.78	408
1023.75	367
1024.71	350
1025.67	310.5
1026.63	296
1027.6	318.5
1028.56	301
1029.52	295
1030.48	284
1031.44	273
1032.41	288.5
1033.37	302
1034.33	321
1035.29	287.5
1036.25	297.5
1037.21	302
1038.17	263
1039.13	295
1040.09	317
1041.05	322
1042.01	312
1042.97	364.5
1043.92	358
1044.88	376
1045.84	362.5
1046.8	385
1047.76	365
1048.72	364
1049.67	393
1050.63	348.5
1051.59	345
1052.54	333
1053.5	363
1054.46	329.5
1055.41	320
1056.37	319.5
1057.33	306.5
1058.28	299
1059.24	297
1060.19	309.5
1061.15	305
1062.1	291.5
1063.06	299
1064.01	305
1064.96	300.5
1065.92	316.5
1066.87	293.5
1067.82	281
1068.78	290
1069.73	291.5
1070.68	299
1071.64	289
1072.59	291
1073.54	298
1074.49	295.5
1075.44	291.5
1076.39	291
1077.35	300.5
1078.3	297
1079.25	314.5
1080.2	298.5
1081.15	297
1082.1	294
1083.05	298
1084	315.5
1084.95	286
1085.9	287
1086.85	314.5
1087.8	296.5
1088.74	290.5
1089.69	297
1090.64	287
1091.59	289
1092.54	304.5
1093.48	286.5
1094.43	282
1095.38	287
1096.33	293
1097.27	297
1098.22	300.5
1099.17	286.5
1100.11	287
1101.06	292.5
1102	276
1102.95	299.5
1103.89	286
1104.84	270
1105.78	273.5
1106.73	304.5
1107.67	287.5
1108.62	291.5
1109.56	285
1110.51	271.5
1111.45	303.5
1112.39	289
1113.34	283.5
1114.28	301
1115.22	280.5
1116.16	282.5
1117.11	280
1118.05	277.5
1118.99	284.5
1119.93	288
1120.87	260
1121.81	281
1122.76	284
1123.7	264.5
1124.64	251
1125.58	298.5
1126.52	270
1127.46	269
1128.4	281.5
1129.34	270
1130.28	267.5
1131.21	274.5
1132.15	281
1133.09	275.5
1134.03	267.5
1134.97	288
1135.91	280.5
1136.85	283
1137.78	276
1138.72	276.5
1139.66	279
1140.59	284
1141.53	273.5
1142.47	286.5
1143.4	297
1144.34	265
1145.28	286
1146.21	281
1147.15	265
1148.08	261.5
1149.02	251
1149.95	281
1150.89	318
1151.82	278
1152.76	294
1153.69	277.5
1154.62	285.5
1155.56	308
1156.49	287
1157.43	293
1158.36	276.5
1159.29	298
1160.22	284
1161.16	293.5
1162.09	295
1163.02	284
1163.95	292
1164.88	306.5
1165.82	309
1166.75	317
1167.68	302
1168.61	309
1169.54	318.5
1170.47	325
1171.4	321
1172.33	319
1173.26	314
1174.19	317.5
1175.12	306
1176.05	290
1176.98	303
1177.9	308
1178.83	302
1179.76	305.5
1180.69	296.5
1181.62	300
1182.54	300
1183.47	299.5
1184.4	298
1185.33	289
1186.25	310.5
1187.18	306.5
1188.1	316
1189.03	319
1189.96	293
1190.88	292
1191.81	306.5
1192.73	342
1193.66	340
1194.58	353
1195.51	346.5
1196.43	341.5
1197.36	323
1198.28	338.5
1199.2	356.5
1200.13	355
1201.05	329
1201.97	346
1202.9	352
1203.82	355
1204.74	314
1205.67	328
1206.59	335
1207.51	319.5
1208.43	334
1209.35	333.5
1210.27	345
1211.2	336.5
1212.12	329
1213.04	312
1213.96	342
1214.88	346
1215.8	336.5
1216.72	354.5
1217.64	347
1218.56	347.5
1219.48	332
1220.4	340.5
1221.32	325
1222.23	339
1223.15	335
1224.07	312
1224.99	327
1225.91	337.5
1226.82	339
1227.74	323
1228.66	317
1229.58	333
1230.49	329
1231.41	323
1232.33	307.5
1233.24	306.5
1234.16	311.5
1235.07	290.5
1235.99	340
1236.91	334
1237.82	326
1238.74	301
1239.65	334.5
1240.56	324
1241.48	331
1242.39	294.5
1243.31	305
1244.22	308
1245.13	307.5
1246.05	335
1246.96	320.5
1247.87	315.5
1248.79	322
1249.7	311
1250.61	312.5
1251.52	312
1252.43	319
1253.35	279.5
1254.26	298.5
1255.17	319.5
1256.08	287
1256.99	311.5
1257.9	311
1258.81	295
1259.72	291
1260.63	310
1261.54	315
1262.45	299
1263.36	314
1264.27	316
1265.18	295.5
1266.09	334.5
1267	314.5
1267.91	325
1268.81	346
1269.72	310.5
1270.63	311.5
1271.54	300.5
1272.44	311
1273.35	338
1274.26	321
1275.17	322
1276.07	340
1276.98	344
1277.88	316
1278.79	338
1279.7	318.5
1280.6	314
1281.51	306
1282.41	325
1283.32	318.08
1284.22	288.16
1285.13	343.24
1286.03	320.819
1286.93	318.899
1287.84	332.479
1288.74	313.559
1289.65	321.639
1290.55	328.719
1291.45	336.298
1292.36	325.878
1293.26	318.958
1294.16	339.038
1295.06	308.618
1295.96	339.198
1296.87	333.777
1297.77	345.357
1298.67	340.937
1299.57	331.017
1300.47	337.597
1301.37	325.177
1302.27	343.256
1303.17	325.836
1304.07	332.916
1304.98	335.496
1305.88	322.076
1306.77	339.156
1307.67	364.235
1308.57	355.315
1309.47	330.395
1310.37	354.475
1311.27	344.055
1312.17	349.635
1313.07	342.714
1313.96	352.794
1314.86	347.874
1315.76	334.954
1316.66	350.534
1317.56	365.614
1318.45	340.194
1319.35	355.273
1320.25	368.853
1321.14	351.433
1322.04	351.513
1322.93	354.593
1323.83	339.673
1324.73	375.252
1325.62	360.832
1326.52	356.912
1327.41	354.992
1328.31	353.072
1329.2	360.152
1330.09	372.731
1330.99	368.311
1331.88	358.891
1332.78	364.471
1333.67	363.551
1334.56	363.631
1335.46	376.21
1336.35	381.79
1337.24	362.37
1338.14	379.45
1339.03	378.03
1339.92	377.11
1340.81	381.189
1341.7	371.269
1342.6	385.349
1343.49	363.929
1344.38	376.509
1345.27	385.589
1346.16	374.668
1347.05	362.248
1347.94	380.828
1348.83	355.908
1349.72	357.988
1350.61	378.068
1351.5	364.647
1352.39	376.227
1353.28	351.807
1354.17	373.387
1355.06	342.467
1355.95	363.047
